1,2,3,4,5,6,7,8
51369,2007/6/17 00:00,14H3594,2007/7/10 00:00,0,,,A
51369,2007/8/16 00:00,7H7173,2007/8/18 00:00,0,,,A
51369,2007/8/22 00:00,7H7173,2007/9/4 00:00,0,,,A
51369,2007/10/15 00:00,1H7128,2007/11/7 00:00,0,,,A
51369,2007/11/6 00:00,1H7383,2007/12/5 00:00,0,,,A
51369,2008/6/19 00:00,29H11068,2008/7/11 00:00,0,,,A
51365,2005/11/7 00:00,11H5055,2005/12/29 00:00,0,,,A
5022343,1998/12/21 00:00,72H0076,1999/9/1 00:00,0,,,A
5022343,2000/1/13 00:00,14H2236,2000/1/31 00:00,0,,,A
5022343,2000/9/21 00:00,14H2403,2000/10/3 00:00,0,,,A
5022348,1999/11/6 00:00,14H2394,1999/12/1 00:00,0,,,A
5022348,2000/1/15 00:00,14H2236,2000/1/31 00:00,0,,,A
5022374,1999/7/17 00:00,1H4332,1999/9/1 00:00,0,,,A
5022374,1999/9/2 00:00,71H1419,1999/10/4 00:00,0,,,A
5022379,1999/9/28 00:00,71H1419,1999/10/27 00:00,0,,,A
5022379,2000/10/4 00:00,70H998,2000/10/27 00:00,0,,,A
5022383,1998/11/25 00:00,72H0084,1999/9/1 00:00,0,,,A
5022383,2000/1/8 00:00,9H1988,2000/1/31 00:00,0,,,A
5022388,1999/8/9 00:00,1H4332,1999/9/1 00:00,0,,,A
5022388,1999/9/18 00:00,14H1294,1999/10/4 00:00,0,,,A
5022388,1999/11/6 00:00,14H2394,1999/12/1 00:00,0,,,A
5022388,2000/6/11 00:00,1H2394,2000/7/6 00:00,0,,,A
5022388,2002/5/3 00:00,29H8909,2002/8/27 00:00,0,,,A
5022391,1999/6/6 00:00,71H1384,1999/9/1 00:00,0,,,A
5022391,1999/11/20 00:00,14H2236,2000/1/31 00:00,0,,,A
5022395,1998/11/13 00:00,72H0076,1999/9/1 00:00,0,,,A
5022395,1999/11/14 00:00,14H2236,2000/3/25 00:00,0,,,A
5022395,2000/11/14 00:00,72H00896,2000/11/18 00:00,0,,,A
51366,2006/4/13 00:00,JP3H51821,2006/4/29 00:00,0,,,A
51366,2007/9/27 00:00,7H5605,2007/10/10 00:00,0,,,A
5022340,1999/2/11 00:00,1H4332,1999/9/1 00:00,0,,,A
5022340,2000/1/10 00:00,14H2236,2000/1/31 00:00,0,,,A
5022340,2002/9/14 00:00,29H6658,2002/9/26 00:00,0,,,A
5022340,2002/10/26 00:00,29H8377,2002/11/18 00:00,0,,,A
5022340,2003/2/7 00:00,T369,2003/6/9 00:00,0,,,A
5022340,2003/12/30 00:00,29H8933,2004/1/16 00:00,0,,,A
5022340,2004/5/23 00:00,1H4267,2004/6/14 00:00,0,,,A
5022340,2004/6/14 00:00,29H8538,2004/7/13 00:00,0,,,A
5022340,2005/7/5 00:00,1H1028,2005/7/30 00:00,0,,,A
5022340,2005/9/9 00:00,7H5687,2005/9/28 00:00,0,,,A
5022340,2005/10/4 00:00,200H3201,2005/11/9 00:00,0,,,A
5022345,1999/1/9 00:00,1H3084,1999/9/1 00:00,0,,,A
5022345,2000/4/30 00:00,1H2993,2000/5/22 00:00,0,,,A
5022345,2000/6/15 00:00,1H2194,2000/7/6 00:00,0,,,A
5022345,2000/9/16 00:00,7H5187,2000/10/3 00:00,0,,,A
5022359,1999/8/6 00:00,7H4324,1999/9/1 00:00,0,,,A
5022359,1999/11/20 00:00,72H896,1999/12/1 00:00,0,,,A
5022359,2000/1/3 00:00,14H2236,2000/1/31 00:00,0,,,A
5022360,1999/7/1 00:00,7H4090,1999/9/1 00:00,0,,,A
5022360,2000/6/13 00:00,9H1988,2000/7/6 00:00,0,,,A
5022360,2000/7/23 00:00,14H2403,2000/8/28 00:00,0,,,A
5022360,2000/9/16 00:00,7H5187,2000/10/3 00:00,0,,,A
5022360,2002/10/5 00:00,151H272,2002/11/18 00:00,0,,,A
5022360,2003/1/4 00:00,29H8377,2003/6/16 00:00,0,,,A
5022360,2003/1/14 00:00,29H8577,2003/6/9 00:00,0,,,A
5022361,1999/3/29 00:00,1H3226,1999/9/1 00:00,0,,,A
5022361,2000/6/17 00:00,14H2580,2000/7/6 00:00,0,,,A
5022361,2000/10/15 00:00,73H1918,2000/10/27 00:00,0,,,A
5022361,2000/11/3 00:00,73H1918,2000/11/18 00:00,0,,,A
5022367,1998/12/8 00:00,72H0076,1999/9/1 00:00,0,,,A
5022378,1999/1/22 00:00,72H0076,1999/9/1 00:00,0,,,A
5022378,2000/1/22 00:00,72H768,2000/1/31 00:00,0,,,A
5022378,2000/6/19 00:00,1H2194,2000/7/6 00:00,0,,,A
5022385,1999/5/15 00:00,11H3221,1999/9/1 00:00,0,,,A
5022385,2000/8/24 00:00,14H2397,2000/10/3 00:00,0,,,A
5022393,1998/11/30 00:00,72H0085,1999/9/1 00:00,0,,,A
5022393,1999/10/21 00:00,14H1294,1999/10/27 00:00,0,,,A
5022393,2000/2/11 00:00,14H1294,2000/3/25 00:00,0,,,A
5022396,1999/4/11 00:00,9H1579,1999/9/1 00:00,0,,,A
51365,2006/5/13 00:00,14H2288,2006/6/1 00:00,0,,,A
51365,2006/10/27 00:00,29H10870,2006/11/20 00:00,0,,,A
51365,2007/1/3 00:00,T369,2007/1/12 00:00,0,,,A
51365,2007/11/27 00:00,71H7145,2007/12/5 00:00,0,,,A
51365,2008/1/21 00:00,29H10442,2008/2/4 00:00,0,,,A
51365,2008/3/11 00:00,29H9138,2008/4/9 00:00,0,,,A
5022363,1999/7/6 00:00,7H4324,1999/9/1 00:00,0,,,A
5022363,1999/9/2 00:00,14H2394,1999/10/4 00:00,0,,,A
5022363,1999/10/21 00:00,14H2394,1999/10/27 00:00,0,,,A
5022363,1999/11/14 00:00,11H3221,1999/12/1 00:00,0,,,A
5022363,1999/12/28 00:00,9H1988,2000/1/31 00:00,0,,,A
5022363,2000/3/12 00:00,9H1988,2000/4/28 00:00,0,,,A
5022363,2000/8/21 00:00,14H2397,2000/8/28 00:00,0,,,A
5022370,1998/12/13 00:00,72H0076,1999/9/1 00:00,0,,,A
5022370,1999/11/19 00:00,11H3221,1999/12/1 00:00,0,,,A
5022370,2000/1/10 00:00,14H2236,2000/1/31 00:00,0,,,A
5022375,1999/6/12 00:00,73H1384,1999/9/1 00:00,0,,,A
5022375,2002/8/1 00:00,29H8693,2002/8/27 00:00,0,,,A
5022375,2002/9/15 00:00,29H8377,2002/9/26 00:00,0,,,A
5022375,2003/10/18 00:00,151H277,2003/11/14 00:00,0,,,A
5022375,2004/1/29 00:00,1H1028,2004/2/12 00:00,0,,,A
5022377,1998/12/19 00:00,72H0076,1999/9/1 00:00,0,,,A
5022377,2000/6/9 00:00,14H2993,2000/7/6 00:00,0,,,A
5022394,1999/3/22 00:00,9H1579,1999/9/1 00:00,0,,,A
5022399,1999/6/22 00:00,7H4907,1999/9/1 00:00,0,,,A
5022399,2000/5/4 00:00,1H2993,2000/5/22 00:00,0,,,A
5022399,2000/7/4 00:00,14H1403,1988/7/29 00:00,0,,,A
5022399,2000/8/24 00:00,14H2397,2000/10/3 00:00,0,,,A
5022402,1998/12/28 00:00,72H0076,1999/9/1 00:00,0,,,A
5022402,1999/11/6 00:00,14H2394,1999/12/1 00:00,0,,,A
5022402,2000/1/16 00:00,14H2236,2000/1/31 00:00,0,,,A
5022402,2000/11/9 00:00,73H1918,2000/11/18 00:00,0,,,A
5022853,1999/6/13 00:00,7H4090,1999/10/27 00:00,0,,,A
5022853,2000/9/21 00:00,7H5187,2000/10/3 00:00,0,,,A
5022853,2003/2/11 00:00,T369,2003/6/9 00:00,0,,,A
5022857,1999/8/9 00:00,71H1384,1999/10/27 00:00,0,,,A
5022857,2000/9/21 00:00,7H5187,2000/10/27 00:00,0,,,A
5022850,2000/1/26 00:00,9H1988,2000/3/25 00:00,0,,,A
5022850,2000/3/14 00:00,9H1988,2000/4/28 00:00,0,,,A
5022850,2000/5/4 00:00,1H2993,2000/5/22 00:00,0,,,A
5022850,2000/5/29 00:00,9H2164,2000/7/6 00:00,0,,,A
5011926,2000/9/17 00:00,7H5187,2000/10/3 00:00,0,,,A
5022857,2002/10/25 00:00,14H2047,2002/11/18 00:00,0,,,A
5022857,2003/5/2 00:00,29H8377,2003/6/9 00:00,0,,,A
5022857,2003/6/8 00:00,1H5021,2003/7/12 00:00,0,,,A
5022857,2003/12/23 00:00,29H8933,2004/1/16 00:00,0,,,A
5022857,2005/1/2 00:00,29H10241,2005/1/10 00:00,0,,,A
5022857,2005/6/15 00:00,29H10340,2005/6/29 00:00,0,,,A
5022857,2005/7/11 00:00,9H2538,2005/7/30 00:00,0,,,A
5022857,2005/8/11 00:00,7H5699,2005/8/29 00:00,0,,,A
5022857,2005/10/7 00:00,200H3201,2005/11/9 00:00,0,,,A
5022857,2006/9/16 00:00,7H5630,2006/11/20 00:00,0,,,A
5022857,2007/2/27 00:00,7H6959,2007/3/6 00:00,0,,,A
5022857,2008/1/26 00:00,29H10181,2008/2/4 00:00,0,,,A
5022857,2008/3/9 00:00,29H9138,2008/4/9 00:00,0,,,A
5022857,2008/7/21 00:00,7H7145,2008/8/8 00:00,0,,,A
5022859,1999/7/26 00:00,7H4090,1999/10/27 00:00,0,,,A
5022859,2000/6/16 00:00,14H2194,2000/7/6 00:00,0,,,A
5022859,2000/7/1 00:00,1H2993,1988/7/29 00:00,0,,,A
5022859,2002/10/22 00:00,29H8377,2002/11/18 00:00,0,,,A
5022859,2003/5/17 00:00,1H3310,2003/6/9 00:00,0,,,A
5022859,2003/6/8 00:00,1H5021,2003/7/12 00:00,0,,,A
5022859,2003/8/15 00:00,29H4583,2003/8/20 00:00,0,,,A
5022859,2003/9/20 00:00,151H272,2003/10/20 00:00,0,,,A
5022859,2003/11/5 00:00,151H277,2003/11/14 00:00,0,,,A
5022859,2005/9/11 00:00,7H5687,2005/9/28 00:00,0,,,A
5022859,2005/10/25 00:00,200H3201,2005/11/9 00:00,0,,,A
5022859,2006/10/16 00:00,1H7252,2006/11/20 00:00,0,,,A
5022859,2007/3/20 00:00,7H6959,2007/4/17 00:00,0,,,A
5022859,2007/5/4 00:00,7H6959,2007/5/9 00:00,0,,,A
5022910,2000/7/7 00:00,14H2403,1988/7/29 00:00,0,,,A
5022910,2000/8/14 00:00,14H2397,2000/8/28 00:00,0,,,A
5022910,2002/10/5 00:00,751H272,2002/11/18 00:00,0,,,A
5022850,2000/10/15 00:00,70H998,2000/10/27 00:00,0,,,A
5022850,2002/9/11 00:00,29H8377,2002/9/26 00:00,0,,,A
5022850,2002/10/26 00:00,151H272,2002/11/18 00:00,0,,,A
5022850,2003/11/7 00:00,151H277,2003/11/14 00:00,0,,,A
5022851,1999/12/7 00:00,11H3221,2000/1/31 00:00,0,,,A
5022851,2000/3/12 00:00,9H1988,2000/4/28 00:00,0,,,A
5022852,1999/5/16 00:00,1H3226,1999/10/27 00:00,0,,,A
5022852,2000/5/4 00:00,1H2993,2000/5/22 00:00,0,,,A
5022852,2000/6/25 00:00,9H2164,1988/7/29 00:00,0,,,A
5022852,2000/10/14 00:00,70H998,2000/10/27 00:00,0,,,A
5022852,2000/11/12 00:00,73H1918,2000/11/18 00:00,0,,,A
5022334,1999/8/10 00:00,11H3221,1999/9/1 00:00,0,,,A
5022339,1998/12/20 00:00,72H0050,1999/9/1 00:00,0,,,A
5022342,1999/8/4 00:00,7H4090,1999/9/1 00:00,0,,,A
5022342,1999/9/5 00:00,71H1419,1999/10/4 00:00,0,,,A
5022342,2000/9/16 00:00,7H5187,2000/10/3 00:00,0,,,A
5022350,1999/8/22 00:00,71H1419,1999/9/1 00:00,0,,,A
5022350,1999/9/6 00:00,14H1294,1999/10/4 00:00,0,,,A
5022356,1999/8/12 00:00,7H4090,1999/9/1 00:00,0,,,A
5022356,1999/11/8 00:00,72H4090,1999/12/1 00:00,0,,,A
5022405,1999/8/22 00:00,71H1419,1999/9/1 00:00,0,,,A
5022405,2000/10/15 00:00,73H1918,2000/10/27 00:00,0,,,A
5022407,1999/8/6 00:00,1H4332,1999/9/1 00:00,0,,,A
5022407,1999/11/12 00:00,14H2394,1999/12/1 00:00,0,,,A
5022407,2000/3/30 00:00,14H2580,2000/4/28 00:00,0,,,A
5022407,2000/8/5 00:00,14H2397,2000/8/28 00:00,0,,,A
5022407,2002/12/27 00:00,T369,2003/6/9 00:00,0,,,A
5022338,1999/5/30 00:00,1H4332,1999/9/1 00:00,0,,,A
5022338,1999/9/5 00:00,14H2394,1999/10/4 00:00,0,,,A
5022338,1999/10/21 00:00,04H4267,1999/10/27 00:00,0,,,A
5022338,1999/11/12 00:00,14H2394,1999/12/1 00:00,0,,,A
5022358,1999/2/12 00:00,9H1579,1999/9/1 00:00,0,,,A
5022358,1999/10/21 00:00,14H1294,1999/10/27 00:00,0,,,A
5022358,1999/11/6 00:00,14H1294,1999/12/1 00:00,0,,,A
5022358,2000/1/17 00:00,14H2236,2000/1/31 00:00,0,,,A
5022358,2000/7/25 00:00,14H2403,2000/8/28 00:00,0,,,A
5022358,2000/9/16 00:00,7H5187,2000/10/3 00:00,0,,,A
5022364,1999/6/28 00:00,11H3221,1999/9/1 00:00,0,,,A
5022364,1999/9/2 00:00,14H2394,1999/10/4 00:00,0,,,A
5022364,1999/10/9 00:00,72H0089,1999/10/27 00:00,0,,,A
5022364,1999/11/21 00:00,72H896,1999/12/1 00:00,0,,,A
5022364,2000/1/1 00:00,14H2231,2000/1/31 00:00,0,,,A
5022369,1999/11/16 00:00,72H896,1999/12/1 00:00,0,,,A
5022369,1999/12/11 00:00,71H1384,2000/1/31 00:00,0,,,A
5022369,2003/7/25 00:00,29H8933,2003/8/20 00:00,0,,,A
5022369,2003/10/18 00:00,151H277,2004/2/19 00:00,0,,,A
5022369,2004/4/28 00:00,14H3182,2004/5/11 00:00,0,,,A
5022369,2004/4/30 00:00,14H3182,2005/1/10 00:00,0,,,A
5022369,2005/6/24 00:00,29H9721,2005/6/29 00:00,0,,,A
5022369,2006/1/21 00:00,14H5963,2006/3/29 00:00,0,,,A
5022369,2006/5/5 00:00,JP3H52371,2006/6/1 00:00,0,,,A
5022380,1999/7/6 00:00,7H4324,1999/9/1 00:00,0,,,A
5022380,2000/7/24 00:00,14H2403,2000/8/28 00:00,0,,,A
5022380,2000/10/4 00:00,70H998,2000/10/27 00:00,0,,,A
5022403,1999/8/12 00:00,71H1419,1999/9/1 00:00,0,,,A
5022403,1999/8/23 00:00,71H1419,1999/10/4 00:00,0,,,A
5022403,1999/10/30 00:00,71H1419,1999/12/1 00:00,0,,,A
5022403,2000/5/25 00:00,1H2194,2000/7/6 00:00,0,,,A
5022403,2000/7/14 00:00,14H1403,1988/7/29 00:00,0,,,A
5022403,2003/4/26 00:00,T369,2003/6/9 00:00,0,,,A
5022406,1999/1/18 00:00,73H2156,1999/9/1 00:00,0,,,A
5022406,1999/12/16 00:00,11H3221,2000/1/31 00:00,0,,,A
5022406,2002/9/12 00:00,29H8377,2002/9/26 00:00,0,,,A
5022406,2002/10/20 00:00,151H272,2002/11/18 00:00,0,,,A
5022406,2003/9/28 00:00,151H277,2003/10/20 00:00,0,,,A
5022406,2003/11/17 00:00,7H5484,2003/12/12 00:00,0,,,A
5022854,1999/6/9 00:00,7H4090,1999/10/27 00:00,0,,,A
5022854,2000/7/14 00:00,14H2403,1988/7/29 00:00,0,,,A
5022854,2000/11/22 00:00,73H1918,2000/11/18 00:00,0,,,A
5022912,2000/6/12 00:00,1H2194,2000/7/6 00:00,0,,,A
5022912,2000/7/4 00:00,14H2403,1988/7/29 00:00,0,,,A
5022912,2000/7/24 00:00,14H2403,2000/8/28 00:00,0,,,A
5022912,2000/10/15 00:00,70H998,2000/10/27 00:00,0,,,A
5022912,2000/11/3 00:00,73H1918,2000/11/18 00:00,0,,,A
5022912,2002/9/15 00:00,29H8377,2002/9/26 00:00,0,,,A
5022914,2000/6/12 00:00,1H2194,2000/7/6 00:00,0,,,A
5022914,2002/9/2 00:00,29H7673,2002/9/26 00:00,0,,,A
5022914,2003/5/18 00:00,1H3390,2003/6/9 00:00,0,,,A
5022914,2003/7/19 00:00,1H3390,2003/8/20 00:00,0,,,A
5022914,2003/8/27 00:00,151H272,2003/9/17 00:00,0,,,A
5022914,2003/11/23 00:00,7H5484,2003/12/12 00:00,0,,,A
5022914,2003/12/14 00:00,29H8933,2004/1/16 00:00,0,,,A
5022914,2005/2/12 00:00,29H10241,2005/3/14 00:00,0,,,A
5022914,2005/4/1 00:00,29H8933,2005/4/9 00:00,0,,,A
5011924,2000/10/14 00:00,7H5187,2000/10/27 00:00,0,,,A
5011924,2003/3/1 00:00,T369,2003/6/9 00:00,0,,,A
5023046,2000/6/20 00:00,1H2194,2000/7/6 00:00,0,,,A
5023046,2003/1/4 00:00,T369,2003/6/9 00:00,0,,,A
5023046,2003/12/6 00:00,29H8933,2003/12/12 00:00,0,,,A
5023046,2004/1/20 00:00,1H1028,2004/2/12 00:00,0,,,A
5022341,1998/11/28 00:00,72H0076,1999/9/1 00:00,0,,,A
5022341,1999/10/23 00:00,14H4267,1999/10/27 00:00,0,,,A
5022341,1999/11/12 00:00,14H2394,1999/12/1 00:00,0,,,A
5022341,2000/1/17 00:00,14H2236,2000/1/31 00:00,0,,,A
5022362,1999/1/9 00:00,1H3084,1999/9/1 00:00,0,,,A
5022362,1999/11/15 00:00,72H896,1999/12/1 00:00,0,,,A
5022362,2000/1/1 00:00,14H2236,2000/1/31 00:00,0,,,A
5022362,2000/4/30 00:00,1H2999,2000/5/22 00:00,0,,,A
5022365,1999/8/13 00:00,1H1384,1999/9/1 00:00,0,,,A
5022365,1999/9/3 00:00,14H2394,1999/10/4 00:00,0,,,A
5022365,1999/10/15 00:00,14H2394,1999/10/27 00:00,0,,,A
5022365,1999/11/15 00:00,72H896,1999/12/1 00:00,0,,,A
5022372,1999/9/2 00:00,71H1419,1999/10/4 00:00,0,,,A
5022372,1999/10/21 00:00,14H2394,1999/10/27 00:00,0,,,A
5022372,2000/9/26 00:00,73H19187,2000/10/27 00:00,0,,,A
5022373,1998/5/9 00:00,73H0215,1999/9/1 00:00,0,,,A
5022373,2000/8/24 00:00,14H2397,2000/10/3 00:00,0,,,A
5022376,1998/11/9 00:00,1H3064,1999/9/1 00:00,0,,,A
5022376,1999/10/31 00:00,14H2394,1999/12/1 00:00,0,,,A
5022376,2000/10/15 00:00,70H998,2000/10/27 00:00,0,,,A
5022381,1999/7/8 00:00,7H4090,1999/9/1 00:00,0,,,A
5022381,2000/6/9 00:00,1H2194,2000/7/6 00:00,0,,,A
5022381,2000/8/24 00:00,14H2397,2000/10/3 00:00,0,,,A
5022381,2000/10/4 00:00,70H998,2000/10/27 00:00,0,,,A
5022381,2000/11/12 00:00,73H1918,2000/11/18 00:00,0,,,A
5022398,1999/6/28 00:00,7H4324,1999/9/1 00:00,0,,,A
5022398,2000/1/10 00:00,14H2236,2000/1/31 00:00,0,,,A
5022398,2000/4/10 00:00,14H2580,2000/4/28 00:00,0,,,A
5022398,2000/5/2 00:00,1H2993,2000/5/22 00:00,0,,,A
931518,2006/4/24 00:00,JP3H52371,2006/4/29 00:00,0,,,A
931518,2007/7/1 00:00,14H3594,2007/7/10 00:00,0,,,A
931518,2008/2/28 00:00,29H9138,2008/3/7 00:00,0,,,A
11361,2005/9/2 00:00,1H5506,2005/9/28 00:00,0,,,A
103513,2005/11/24 00:00,7H6929,2005/12/29 00:00,0,,,A
103513,2006/11/11 00:00,1H7252,2006/11/20 00:00,0,,,A
103513,2006/12/23 00:00,29H10442,2007/1/12 00:00,0,,,A
5022855,1999/9/18 00:00,72H0089,1999/10/27 00:00,0,,,A
5022855,2000/7/15 00:00,14H2397,1988/7/29 00:00,0,,,A
5022855,2000/9/21 00:00,7H5187,2000/10/3 00:00,0,,,A
5022855,2000/11/3 00:00,73H1918,2000/11/18 00:00,0,,,A
5022855,2001/6/16 00:00,29H8693,2002/8/27 00:00,0,,,A
5023109,2000/7/14 00:00,14H2403,1988/7/29 00:00,0,,,A
5023109,2002/11/10 00:00,29H8377,2002/11/18 00:00,0,,,A
5023109,2003/11/10 00:00,7H5484,2003/11/14 00:00,0,,,A
5023109,2003/12/30 00:00,29H8933,2004/1/16 00:00,0,,,A
5023109,2004/1/25 00:00,1H1028,2004/2/12 00:00,0,,,A
5023109,2004/12/22 00:00,29H10241,2005/1/10 00:00,0,,,A
5023109,2005/3/18 00:00,29H10241,2005/4/9 00:00,0,,,A
5023109,2005/8/2 00:00,7H5442,2005/8/29 00:00,0,,,A
5023109,2005/8/25 00:00,1H5506,2005/9/28 00:00,0,,,A
5023252,2000/10/20 00:00,73H1918,2000/10/27 00:00,0,,,A
5023252,2000/11/8 00:00,73H1918,2000/11/18 00:00,0,,,A
5023053,2000/6/11 00:00,1H2194,2000/7/6 00:00,0,,,A
5023053,2003/5/13 00:00,29H8377,2003/6/9 00:00,0,,,A
5022910,2002/12/16 00:00,151H272,2003/6/9 00:00,0,,,A
5022910,2003/11/29 00:00,29H8933,2003/12/12 00:00,0,,,A
5022913,2000/5/23 00:00,14H2580,2000/7/6 00:00,0,,,A
5022913,2002/9/29 00:00,29H6658,2002/11/18 00:00,0,,,A
