Actual,ID,Predicted
20,117,8.942727504811462
29,118,10.442991798999117
31,119,11.943256093186774
29,120,13.44352038737443
23,121,14.943784681562086
30,122,16.44404897574974
14,123,19.444577564125055
13,124,17.944313269937396
7,125,10.442991798999117
27,126,25.44563474087568
27,127,8.942727504811462
26,128,10.442991798999117
22,129,11.943256093186774
29,130,22.445106152500365
25,131,20.94484185831271
28,132,23.945370446688024
27,133,19.444577564125055
17,134,11.943256093186774
23,135,14.943784681562086
16,136,16.44404897574974
24,137,17.944313269937396
19,138,13.44352038737443
33,139,20.94484185831271
34,140,22.445106152500365
39,141,19.444577564125055
34,142,17.944313269937396
18,143,16.44404897574974
15,144,14.943784681562086
13,145,13.44352038737443
10,146,13.44352038737443
15,147,14.943784681562086
20,148,17.944313269937396
18,149,19.444577564125055
17,150,16.44404897574974
21,151,14.943784681562086
11,152,13.44352038737443
13,153,11.943256093186774
16,154,10.442991798999117
8,155,8.942727504811462
14,156,25.44563474087568
14,157,23.945370446688024
11,158,20.94484185831271
12,159,22.445106152500365
12,160,19.444577564125055
13,161,17.944313269937396
13,162,16.44404897574974
18,163,20.94484185831271
14,164,22.445106152500365
25,165,22.445106152500365
29,166,20.94484185831271
26,167,23.945370446688024
23,168,25.44563474087568
24,169,8.942727504811462
25,170,10.442991798999117
29,171,11.943256093186774
28,172,13.44352038737443
29,173,14.943784681562086
28,174,16.44404897574974
27,175,19.444577564125055
26,176,17.944313269937396
31,177,20.94484185831271
32,178,16.44404897574974
31,179,17.944313269937396
38,180,19.444577564125055
23,181,13.44352038737443
35,182,14.943784681562086
29,183,11.943256093186774
21,184,10.442991798999117
21,185,8.942727504811462
18,186,25.44563474087568
12,187,17.944313269937396
8,188,16.44404897574974
15,189,19.444577564125055
19,190,23.945370446688024
16,191,20.94484185831271
18,192,22.445106152500365
16,193,10.442991798999117
14,194,22.445106152500365
17,195,25.44563474087568
16,196,23.945370446688024
24,197,17.944313269937396
23,198,19.444577564125055
25,199,16.44404897574974
22,200,14.943784681562086
21,201,13.44352038737443
22,202,11.943256093186774
17,203,10.442991798999117
17,204,8.942727504811462
22,205,23.945370446688024
24,206,25.44563474087568
23,207,20.94484185831271
21,208,22.445106152500365
22,209,8.942727504811462
17,210,10.442991798999117
22,211,11.943256093186774
22,212,16.44404897574974
25,213,14.943784681562086
22,214,16.44404897574974
25,215,22.445106152500365
23,216,20.94484185831271
25,217,23.945370446688024
21,218,19.444577564125055
19,219,16.44404897574974
18,220,17.944313269937396
16,221,14.943784681562086
21,222,25.44563474087568
29,223,8.942727504811462
30,224,10.442991798999117
33,225,11.943256093186774
34,226,14.943784681562086
36,227,13.44352038737443
10,228,13.44352038737443
26,229,25.44563474087568
23,230,8.942727504811462
27,231,22.445106152500365
20,232,23.945370446688024
26,233,20.94484185831271
24,234,19.444577564125055
15,235,16.44404897574974
20,236,19.444577564125055
18,237,17.944313269937396
12,238,16.44404897574974
21,239,11.943256093186774
11,240,10.442991798999117
20,241,8.942727504811462
20,242,22.445106152500365
21,243,20.94484185831271
20,244,25.44563474087568
20,245,23.945370446688024
39,246,8.942727504811462
45,247,10.442991798999117
45,248,11.943256093186774
30,249,13.44352038737443
21,250,19.444577564125055
15,251,17.944313269937396
38,252,23.945370446688024
38,253,25.44563474087568
32,254,22.445106152500365
27,255,20.94484185831271
28,256,16.44404897574974
21,257,13.44352038737443
26,258,14.943784681562086
19,259,11.943256093186774
10,260,10.442991798999117
19,261,8.942727504811462
12,262,25.44563474087568
18,263,23.945370446688024
15,264,22.445106152500365
14,265,22.445106152500365
23,266,23.945370446688024
20,267,25.44563474087568
18,268,8.942727504811462
19,269,10.442991798999117
19,270,11.943256093186774
19,271,14.943784681562086
22,272,13.44352038737443
22,273,16.44404897574974
24,274,17.944313269937396
26,275,19.444577564125055
25,276,20.94484185831271
30,277,22.445106152500365
25,278,25.44563474087568
32,279,23.945370446688024
28,280,13.44352038737443
30,281,11.943256093186774
28,282,10.442991798999117
29,283,8.942727504811462
29,284,17.944313269937396
31,285,19.444577564125055
30,286,16.44404897574974
30,287,14.943784681562086
26,288,23.945370446688024
30,289,20.94484185831271
27,290,22.445106152500365
26,291,22.445106152500365
25,292,20.94484185831271
25,293,23.945370446688024
22,294,25.44563474087568
18,295,14.943784681562086
24,296,16.44404897574974
24,297,19.444577564125055
20,298,17.944313269937396
16,299,8.942727504811462
17,300,10.442991798999117
23,301,11.943256093186774
18,302,13.44352038737443
20,303,23.945370446688024
19,304,25.44563474087568
18,305,22.445106152500365
16,306,20.94484185831271
15,307,19.444577564125055
14,308,17.944313269937396
11,309,16.44404897574974
13,310,16.44404897574974
15,311,17.944313269937396
17,312,19.444577564125055
17,313,20.94484185831271
18,314,22.445106152500365
20,315,25.44563474087568
18,316,23.945370446688024
18,317,13.44352038737443
18,318,11.943256093186774
17,319,10.442991798999117
18,320,8.942727504811462
20,321,17.944313269937396
20,322,19.444577564125055
18,323,16.44404897574974
19,324,14.943784681562086
20,325,25.44563474087568
21,326,23.945370446688024
22,327,20.94484185831271
24,328,22.445106152500365
18,329,10.442991798999117
19,330,11.943256093186774
21,331,16.44404897574974
28,332,14.943784681562086
15,333,17.944313269937396
14,334,13.44352038737443
12,335,14.943784681562086
10,336,11.943256093186774
9,337,10.442991798999117
9,338,8.942727504811462
23,339,19.444577564125055
21,340,17.944313269937396
16,341,16.44404897574974
24,342,20.94484185831271
23,343,23.945370446688024
27,344,22.445106152500365
32,345,8.942727504811462
33,346,25.44563474087568
33,347,10.442991798999117
21,348,17.944313269937396
26,349,14.943784681562086
25,350,16.44404897574974
24,351,10.442991798999117
25,352,8.942727504811462
26,353,22.445106152500365
16,354,20.94484185831271
25,355,23.945370446688024
28,356,25.44563474087568
19,357,14.943784681562086
20,358,16.44404897574974
25,359,19.444577564125055
20,360,17.944313269937396
21,361,8.942727504811462
16,362,10.442991798999117
17,363,11.943256093186774
17,364,13.44352038737443
16,365,23.945370446688024
15,366,25.44563474087568
16,367,22.445106152500365
14,368,20.94484185831271
16,369,19.444577564125055
14,370,17.944313269937396
14,371,16.44404897574974
12,372,16.44404897574974
13,373,17.944313269937396
12,374,19.444577564125055
12,375,20.94484185831271
17,376,22.445106152500365
18,377,25.44563474087568
17,378,23.945370446688024
19,379,13.44352038737443
18,380,11.943256093186774
16,381,10.442991798999117
16,382,8.942727504811462
17,383,17.944313269937396
21,384,19.444577564125055
20,385,16.44404897574974
20,386,14.943784681562086
22,387,25.44563474087568
23,388,23.945370446688024
22,389,20.94484185831271
23,390,22.445106152500365
19,391,8.942727504811462
20,392,10.442991798999117
20,393,11.943256093186774
19,394,16.44404897574974
22,395,14.943784681562086
12,396,14.943784681562086
26,397,14.943784681562086
25,398,16.44404897574974
25,399,17.944313269937396
25,400,11.943256093186774
21,401,10.442991798999117
23,402,8.942727504811462
13,403,22.445106152500365
13,404,20.94484185831271
21,405,23.945370446688024
26,406,25.44563474087568
19,407,14.943784681562086
20,408,16.44404897574974
22,409,19.444577564125055
22,410,17.944313269937396
13,411,8.942727504811462
15,412,10.442991798999117
15,413,11.943256093186774
16,414,13.44352038737443
15,415,23.945370446688024
17,416,25.44563474087568
14,417,22.445106152500365
10,418,20.94484185831271
9,419,19.444577564125055
20,420,17.944313269937396
24,421,19.444577564125055
15,422,16.44404897574974
28,423,25.44563474087568
29,424,23.945370446688024
27,425,20.94484185831271
27,426,22.445106152500365
27,427,8.942727504811462
27,428,10.442991798999117
27,429,11.943256093186774
26,430,17.944313269937396
30,431,16.44404897574974
29,432,14.943784681562086
27,433,19.444577564125055
26,434,20.94484185831271
28,435,13.44352038737443
39,436,11.943256093186774
36,437,10.442991798999117
35,438,8.942727504811462
32,439,19.444577564125055
24,440,16.44404897574974
33,441,20.94484185831271
38,442,22.445106152500365
32,443,25.44563474087568
39,444,23.945370446688024
19,445,14.943784681562086
14,446,13.44352038737443
17,447,11.943256093186774
15,448,8.942727504811462
20,449,10.442991798999117
14,450,25.44563474087568
18,451,23.945370446688024
10,452,22.445106152500365
39,453,10.442991798999117
35,454,25.44563474087568
44,455,8.942727504811462
41,456,22.445106152500365
37,457,23.945370446688024
39,458,20.94484185831271
25,459,16.44404897574974
24,460,14.943784681562086
29,461,17.944313269937396
37,462,19.444577564125055
28,463,14.943784681562086
44,464,11.943256093186774
40,465,13.44352038737443
21,466,10.442991798999117
40,467,8.942727504811462
42,468,25.44563474087568
37,469,23.945370446688024
33,470,22.445106152500365
32,471,20.94484185831271
24,472,19.444577564125055
29,473,17.944313269937396
26,474,16.44404897574974
24,475,14.943784681562086
19,476,13.44352038737443
25,477,11.943256093186774
20,478,10.442991798999117
15,479,8.942727504811462
-2147483648,480,25.44563474087568
28,481,23.945370446688024
26,482,25.44563474087568
23,483,22.445106152500365
21,484,20.94484185831271
16,485,19.444577564125055
23,486,8.942727504811462
25,487,10.442991798999117
26,488,11.943256093186774
24,489,13.44352038737443
24,490,16.44404897574974
26,491,14.943784681562086
20,492,19.444577564125055
27,493,17.944313269937396
27,494,14.943784681562086
31,495,11.943256093186774
33,496,10.442991798999117
28,497,8.942727504811462
29,498,22.445106152500365
31,499,20.94484185831271
31,500,23.945370446688024
32,501,25.44563474087568
13,502,10.442991798999117
20,503,13.44352038737443
13,504,11.943256093186774
24,505,14.943784681562086
25,506,17.944313269937396
24,507,16.44404897574974
36,508,22.445106152500365
31,509,20.94484185831271
38,510,23.945370446688024
28,511,19.444577564125055
38,512,25.44563474087568
42,513,10.442991798999117
28,514,8.942727504811462
40,515,11.943256093186774
34,516,13.44352038737443
27,517,14.943784681562086
36,518,20.94484185831271
43,519,19.444577564125055
40,520,17.944313269937396
17,521,14.943784681562086
25,522,16.44404897574974
16,523,13.44352038737443
16,524,10.442991798999117
15,525,11.943256093186774
37,526,20.94484185831271
31,527,22.445106152500365
34,528,17.944313269937396
37,529,19.444577564125055
22,530,14.943784681562086
32,531,16.44404897574974
22,532,13.44352038737443
22,533,11.943256093186774
24,534,10.442991798999117
22,535,8.942727504811462
26,536,19.444577564125055
23,537,17.944313269937396
24,538,20.94484185831271
19,539,22.445106152500365
26,540,25.44563474087568
25,541,23.945370446688024
23,542,16.44404897574974
19,543,25.44563474087568
18,544,8.942727504811462
17,545,10.442991798999117
19,546,11.943256093186774
18,547,13.44352038737443
21,548,16.44404897574974
23,549,14.943784681562086
29,550,19.444577564125055
24,551,17.944313269937396
26,552,22.445106152500365
29,553,20.94484185831271
26,554,25.44563474087568
26,555,23.945370446688024
22,556,8.942727504811462
24,557,10.442991798999117
25,558,11.943256093186774
27,559,14.943784681562086
29,560,16.44404897574974
25,561,17.944313269937396
29,562,20.94484185831271
22,563,16.44404897574974
31,564,17.944313269937396
36,565,19.444577564125055
17,566,14.943784681562086
17,567,13.44352038737443
18,568,11.943256093186774
15,569,8.942727504811462
14,570,10.442991798999117
14,571,25.44563474087568
9,572,23.945370446688024
21,573,23.945370446688024
21,574,19.444577564125055
21,575,20.94484185831271
22,576,22.445106152500365
18,577,16.44404897574974
15,578,17.944313269937396
14,579,14.943784681562086
7,580,11.943256093186774
23,581,25.44563474087568
19,582,10.442991798999117
22,583,8.942727504811462
12,584,11.943256093186774
20,585,13.44352038737443
20,586,14.943784681562086
11,587,13.44352038737443
24,588,19.444577564125055
24,589,17.944313269937396
22,590,16.44404897574974
24,591,20.94484185831271
24,592,22.445106152500365
24,593,25.44563474087568
24,594,23.945370446688024
27,595,17.944313269937396
30,596,19.444577564125055
28,597,14.943784681562086
28,598,16.44404897574974
26,599,13.44352038737443
27,600,11.943256093186774
24,601,10.442991798999117
22,602,8.942727504811462
25,603,16.44404897574974
31,604,14.943784681562086
26,605,11.943256093186774
23,606,10.442991798999117
25,607,8.942727504811462
28,608,23.945370446688024
27,609,25.44563474087568
29,610,20.94484185831271
27,611,22.445106152500365
26,612,22.445106152500365
26,613,20.94484185831271
25,614,25.44563474087568
27,615,23.945370446688024
25,616,8.942727504811462
25,617,10.442991798999117
20,618,11.943256093186774
26,619,14.943784681562086
29,620,16.44404897574974
25,621,17.944313269937396
22,622,16.44404897574974
20,623,14.943784681562086
21,624,19.444577564125055
25,625,17.944313269937396
26,626,8.942727504811462
27,627,10.442991798999117
29,628,11.943256093186774
14,629,13.44352038737443
25,630,23.945370446688024
25,631,25.44563474087568
24,632,22.445106152500365
24,633,20.94484185831271
19,634,16.44404897574974
22,635,17.944313269937396
26,636,19.444577564125055
35,637,17.944313269937396
34,638,19.444577564125055
25,639,14.943784681562086
34,640,16.44404897574974
32,641,20.94484185831271
24,642,20.94484185831271
24,643,22.445106152500365
23,644,23.945370446688024
23,645,25.44563474087568
22,646,11.943256093186774
22,647,10.442991798999117
23,648,8.942727504811462
18,649,17.944313269937396
23,650,16.44404897574974
20,651,14.943784681562086
14,652,16.44404897574974
16,653,14.943784681562086
24,654,19.444577564125055
24,655,17.944313269937396
4,656,13.44352038737443
35,657,8.942727504811462
27,658,19.444577564125055
28,659,17.944313269937396
27,660,16.44404897574974
35,661,20.94484185831271
36,662,22.445106152500365
37,663,25.44563474087568
39,664,23.945370446688024
25,665,14.943784681562086
22,666,13.44352038737443
20,667,11.943256093186774
18,668,8.942727504811462
17,669,10.442991798999117
19,670,25.44563474087568
8,671,22.445106152500365
18,672,23.945370446688024
29,673,10.442991798999117
26,674,8.942727504811462
33,675,11.943256093186774
37,676,14.943784681562086
35,677,13.44352038737443
15,678,23.945370446688024
15,679,25.44563474087568
10,680,22.445106152500365
8,681,20.94484185831271
17,682,8.942727504811462
17,683,10.442991798999117
21,684,13.44352038737443
20,685,11.943256093186774
17,686,17.944313269937396
22,687,19.444577564125055
20,688,14.943784681562086
21,689,16.44404897574974
25,690,14.943784681562086
21,691,16.44404897574974
16,692,17.944313269937396
21,693,8.942727504811462
23,694,10.442991798999117
23,695,25.44563474087568
23,696,23.945370446688024
24,697,22.445106152500365
24,698,20.94484185831271
37,699,20.94484185831271
32,700,22.445106152500365
24,701,23.945370446688024
18,702,16.44404897574974
23,703,17.944313269937396
37,704,19.444577564125055
22,705,23.945370446688024
22,706,22.445106152500365
20,707,20.94484185831271
14,708,25.44563474087568
24,709,10.442991798999117
23,710,8.942727504811462
25,711,11.943256093186774
23,712,13.44352038737443
23,713,14.943784681562086
15,714,8.942727504811462
16,715,10.442991798999117
21,716,25.44563474087568
14,717,20.94484185831271
17,718,23.945370446688024
16,719,22.445106152500365
27,720,19.444577564125055
20,721,14.943784681562086
18,722,11.943256093186774
24,723,17.944313269937396
23,724,16.44404897574974
20,725,13.44352038737443
20,726,13.44352038737443
35,727,16.44404897574974
27,728,14.943784681562086
28,729,11.943256093186774
29,730,10.442991798999117
29,731,25.44563474087568
34,732,8.942727504811462
22,733,22.445106152500365
21,734,23.945370446688024
14,735,16.44404897574974
20,736,17.944313269937396
20,737,19.444577564125055
22,738,20.94484185831271
9,739,11.943256093186774
12,740,13.44352038737443
12,741,14.943784681562086
-2147483648,742,23.945370446688024
-2147483648,743,22.445106152500365
-2147483648,744,20.94484185831271
-2147483648,745,19.444577564125055
20,746,16.44404897574974
20,747,14.943784681562086
17,748,19.444577564125055
19,749,17.944313269937396
17,750,11.943256093186774
21,751,13.44352038737443
25,752,20.94484185831271
26,753,22.445106152500365
17,754,23.945370446688024
29,755,19.444577564125055
27,756,17.944313269937396
26,757,16.44404897574974
33,758,23.945370446688024
31,759,25.44563474087568
30,760,22.445106152500365
29,761,20.94484185831271
14,762,14.943784681562086
19,763,13.44352038737443
20,764,8.942727504811462
32,765,25.44563474087568
28,766,16.44404897574974
19,767,17.944313269937396
15,768,14.943784681562086
31,769,19.444577564125055
36,770,23.945370446688024
30,771,20.94484185831271
34,772,22.445106152500365
20,773,13.44352038737443
18,774,17.944313269937396
28,775,19.444577564125055
24,776,22.445106152500365
19,777,23.945370446688024
19,778,20.94484185831271
28,779,25.44563474087568
26,780,8.942727504811462
21,781,14.943784681562086
23,782,16.44404897574974
14,783,13.44352038737443
7,784,20.94484185831271
13,785,23.945370446688024
12,786,22.445106152500365
18,787,8.942727504811462
17,788,25.44563474087568
18,789,10.442991798999117
19,790,11.943256093186774
19,791,17.944313269937396
23,792,16.44404897574974
-2147483648,793,23.945370446688024
-2147483648,794,25.44563474087568
23,795,8.942727504811462
23,796,14.943784681562086
24,797,13.44352038737443
24,798,11.943256093186774
26,799,10.442991798999117
-2147483648,800,19.444577564125055
-2147483648,801,17.944313269937396
-2147483648,802,16.44404897574974
15,803,20.94484185831271
19,804,22.445106152500365
21,805,25.44563474087568
21,806,23.945370446688024
13,807,19.444577564125055
23,808,13.44352038737443
23,809,11.943256093186774
24,810,10.442991798999117
22,811,8.942727504811462
25,812,17.944313269937396
23,813,19.444577564125055
25,814,14.943784681562086
23,815,16.44404897574974
20,816,22.445106152500365
23,817,20.94484185831271
14,818,22.445106152500365
13,819,20.94484185831271
16,820,23.945370446688024
13,821,19.444577564125055
10,822,17.944313269937396
11,823,16.44404897574974
19,824,25.44563474087568
20,825,8.942727504811462
19,826,10.442991798999117
19,827,13.44352038737443
22,828,14.943784681562086
23,829,11.943256093186774
17,830,19.444577564125055
21,831,17.944313269937396
23,832,16.44404897574974
8,833,20.94484185831271
28,834,20.94484185831271
26,835,22.445106152500365
31,836,23.945370446688024
30,837,25.44563474087568
22,838,16.44404897574974
24,839,17.944313269937396
27,840,19.444577564125055
25,841,14.943784681562086
29,842,8.942727504811462
29,843,10.442991798999117
31,844,11.943256093186774
28,845,13.44352038737443
21,846,13.44352038737443
21,847,11.943256093186774
19,848,10.442991798999117
17,849,8.942727504811462
20,850,14.943784681562086
23,851,16.44404897574974
23,852,19.444577564125055
23,853,17.944313269937396
14,854,19.444577564125055
14,855,17.944313269937396
13,856,16.44404897574974
15,857,25.44563474087568
17,858,23.945370446688024
15,859,22.445106152500365
17,860,20.94484185831271
31,861,20.94484185831271
26,862,22.445106152500365
28,863,23.945370446688024
11,864,14.943784681562086
12,865,13.44352038737443
18,866,8.942727504811462
18,867,25.44563474087568
19,868,10.442991798999117
18,869,20.94484185831271
13,870,23.945370446688024
21,871,22.445106152500365
20,872,16.44404897574974
13,873,17.944313269937396
22,874,14.943784681562086
23,875,11.943256093186774
24,876,13.44352038737443
10,877,14.943784681562086
17,878,17.944313269937396
17,879,16.44404897574974
15,880,19.444577564125055
21,881,23.945370446688024
18,882,20.94484185831271
20,883,22.445106152500365
22,884,13.44352038737443
21,885,14.943784681562086
21,886,11.943256093186774
22,887,10.442991798999117
23,888,8.942727504811462
23,889,25.44563474087568
21,890,16.44404897574974
30,891,17.944313269937396
25,892,19.444577564125055
39,893,22.445106152500365
39,894,23.945370446688024
33,895,20.94484185831271
36,896,10.442991798999117
38,897,25.44563474087568
38,898,8.942727504811462
21,899,16.44404897574974
10,900,14.943784681562086
29,901,19.444577564125055
29,902,17.944313269937396
20,903,17.944313269937396
24,904,19.444577564125055
18,905,16.44404897574974
12,906,14.943784681562086
11,907,13.44352038737443
24,908,23.945370446688024
23,909,25.44563474087568
23,910,22.445106152500365
13,911,20.94484185831271
21,912,10.442991798999117
19,913,8.942727504811462
20,914,11.943256093186774
26,915,16.44404897574974
24,916,14.943784681562086
29,917,8.942727504811462
22,918,19.444577564125055
20,919,17.944313269937396
14,920,16.44404897574974
33,921,20.94484185831271
38,922,22.445106152500365
39,923,23.945370446688024
45,924,25.44563474087568
12,925,14.943784681562086
13,926,13.44352038737443
30,927,25.44563474087568
25,928,8.942727504811462
29,929,22.445106152500365
24,930,20.94484185831271
38,931,23.945370446688024
31,932,19.444577564125055
24,933,16.44404897574974
25,934,17.944313269937396
19,935,14.943784681562086
13,936,13.44352038737443
18,937,17.944313269937396
18,938,19.444577564125055
11,939,14.943784681562086
12,940,16.44404897574974
9,941,13.44352038737443
23,942,8.942727504811462
23,943,25.44563474087568
27,944,10.442991798999117
25,945,20.94484185831271
27,946,23.945370446688024
26,947,22.445106152500365
-2147483648,948,19.444577564125055
-2147483648,949,20.94484185831271
28,950,10.442991798999117
35,951,11.943256093186774
25,952,13.44352038737443
26,953,8.942727504811462
-2147483648,954,25.44563474087568
-2147483648,955,23.945370446688024
-2147483648,956,22.445106152500365
28,957,25.44563474087568
25,958,23.945370446688024
25,959,22.445106152500365
24,960,20.94484185831271
17,961,16.44404897574974
20,962,17.944313269937396
22,963,19.444577564125055
26,964,8.942727504811462
28,965,10.442991798999117
27,966,13.44352038737443
28,967,11.943256093186774
28,968,14.943784681562086
27,969,16.44404897574974
33,970,19.444577564125055
29,971,17.944313269937396
34,972,20.94484185831271
32,973,22.445106152500365
26,974,23.945370446688024
24,975,22.445106152500365
32,976,20.94484185831271
25,977,17.944313269937396
26,978,19.444577564125055
26,979,16.44404897574974
25,980,14.943784681562086
23,981,11.943256093186774
24,982,13.44352038737443
21,983,10.442991798999117
24,984,8.942727504811462
22,985,19.444577564125055
17,986,17.944313269937396
21,987,20.94484185831271
23,988,22.445106152500365
24,989,23.945370446688024
23,990,25.44563474087568
19,991,25.44563474087568
22,992,23.945370446688024
20,993,22.445106152500365
20,994,20.94484185831271
19,995,17.944313269937396
21,996,19.444577564125055
17,997,16.44404897574974
20,998,8.942727504811462
21,999,10.442991798999117
24,1000,13.44352038737443
22,1001,11.943256093186774
25,1002,14.943784681562086
28,1003,16.44404897574974
25,1004,19.444577564125055
23,1005,17.944313269937396
26,1006,20.94484185831271
25,1007,22.445106152500365
26,1008,23.945370446688024
24,1009,25.44563474087568
25,1010,23.945370446688024
27,1011,22.445106152500365
32,1012,20.94484185831271
25,1013,17.944313269937396
32,1014,19.444577564125055
26,1015,16.44404897574974
24,1016,14.943784681562086
26,1017,11.943256093186774
22,1018,13.44352038737443
24,1019,10.442991798999117
22,1020,8.942727504811462
19,1021,19.444577564125055
14,1022,17.944313269937396
16,1023,20.94484185831271
21,1024,22.445106152500365
22,1025,23.945370446688024
22,1026,25.44563474087568
24,1027,22.445106152500365
27,1028,23.945370446688024
19,1029,20.94484185831271
16,1030,10.442991798999117
23,1031,25.44563474087568
17,1032,8.942727504811462
27,1033,13.44352038737443
39,1034,14.943784681562086
29,1035,11.943256093186774
32,1036,16.44404897574974
26,1037,25.44563474087568
27,1038,23.945370446688024
23,1039,22.445106152500365
22,1040,20.94484185831271
21,1041,19.444577564125055
12,1042,16.44404897574974
21,1043,8.942727504811462
21,1044,10.442991798999117
27,1045,13.44352038737443
26,1046,11.943256093186774
25,1047,14.943784681562086
23,1048,16.44404897574974
23,1049,17.944313269937396
40,1050,20.94484185831271
34,1051,22.445106152500365
20,1052,13.44352038737443
31,1053,16.44404897574974
21,1054,14.943784681562086
35,1055,19.444577564125055
39,1056,17.944313269937396
17,1057,11.943256093186774
17,1058,10.442991798999117
19,1059,25.44563474087568
20,1060,8.942727504811462
21,1061,23.945370446688024
26,1062,17.944313269937396
22,1063,19.444577564125055
29,1064,16.44404897574974
26,1065,14.943784681562086
28,1066,11.943256093186774
27,1067,13.44352038737443
23,1068,10.442991798999117
23,1069,8.942727504811462
13,1070,16.44404897574974
17,1071,19.444577564125055
15,1072,17.944313269937396
16,1073,20.94484185831271
19,1074,22.445106152500365
21,1075,23.945370446688024
21,1076,25.44563474087568
30,1077,20.94484185831271
27,1078,22.445106152500365
27,1079,23.945370446688024
18,1080,25.44563474087568
0,1081,10.442991798999117
14,1082,13.44352038737443
12,1083,14.943784681562086
15,1084,11.943256093186774
7,1085,17.944313269937396
16,1086,19.444577564125055
19,1087,22.445106152500365
19,1088,23.945370446688024
18,1089,20.94484185831271
18,1090,8.942727504811462
17,1091,25.44563474087568
20,1092,10.442991798999117
33,1093,16.44404897574974
33,1094,17.944313269937396
19,1095,11.943256093186774
33,1096,14.943784681562086
38,1097,19.444577564125055
34,1098,20.94484185831271
32,1099,13.44352038737443
25,1100,23.945370446688024
20,1101,22.445106152500365
23,1102,8.942727504811462
27,1103,25.44563474087568
13,1104,11.943256093186774
17,1105,20.94484185831271
24,1106,25.44563474087568
26,1107,23.945370446688024
26,1108,22.445106152500365
24,1109,20.94484185831271
22,1110,19.444577564125055
24,1111,8.942727504811462
29,1112,10.442991798999117
26,1113,13.44352038737443
29,1114,11.943256093186774
22,1115,14.943784681562086
20,1116,16.44404897574974
19,1117,19.444577564125055
16,1118,17.944313269937396
27,1119,17.944313269937396
27,1120,19.444577564125055
27,1121,16.44404897574974
26,1122,14.943784681562086
24,1123,11.943256093186774
25,1124,13.44352038737443
23,1125,10.442991798999117
21,1126,8.942727504811462
24,1127,23.945370446688024
28,1128,22.445106152500365
25,1129,20.94484185831271
37,1130,19.444577564125055
36,1131,17.944313269937396
36,1132,16.44404897574974
41,1133,20.94484185831271
35,1134,22.445106152500365
28,1135,11.943256093186774
30,1136,14.943784681562086
32,1137,13.44352038737443
21,1138,10.442991798999117
37,1139,20.94484185831271
45,1140,22.445106152500365
39,1141,19.444577564125055
43,1142,23.945370446688024
27,1143,14.943784681562086
34,1144,17.944313269937396
30,1145,16.44404897574974
14,1146,13.44352038737443
26,1147,10.442991798999117
