ID,Actual,Predicted
86,31,22.96598527901611
87,29,23.15235112625048
88,31,24.084180362422334
89,22,23.897814515187964
90,14,24.829643751359818
91,8,24.643277904125448
92,16,23.33871697348485
93,21,23.52508282071922
94,20,23.711448667953594
95,17,23.15235112625048
96,21,22.96598527901611
97,16,25.016009598594188
98,30,25.016009598594188
99,36,24.829643751359818
100,29,24.643277904125448
101,25,24.456912056891074
102,21,23.15235112625048
103,21,22.96598527901611
104,17,24.829643751359818
105,22,25.016009598594188
106,25,24.456912056891074
107,25,24.270546209656704
108,26,24.084180362422334
109,28,23.711448667953594
110,26,23.897814515187964
111,10,24.084180362422334
112,18,24.270546209656704
113,19,24.643277904125448
114,23,24.456912056891074
115,25,24.829643751359818
116,24,25.016009598594188
117,20,22.96598527901611
118,29,23.15235112625048
119,31,23.33871697348485
120,29,23.52508282071922
121,23,23.711448667953594
122,30,23.897814515187964
123,14,24.270546209656704
124,13,24.084180362422334
125,7,23.15235112625048
126,27,25.016009598594188
127,27,22.96598527901611
128,26,23.15235112625048
129,22,23.33871697348485
130,29,24.643277904125448
131,25,24.456912056891074
132,28,24.829643751359818
133,27,24.270546209656704
134,17,23.33871697348485
135,23,23.711448667953594
136,16,23.897814515187964
137,24,24.084180362422334
138,19,23.52508282071922
139,33,24.456912056891074
140,34,24.643277904125448
141,39,24.270546209656704
142,34,24.084180362422334
143,18,23.897814515187964
144,15,23.711448667953594
145,13,23.52508282071922
146,10,23.52508282071922
147,15,23.711448667953594
148,20,24.084180362422334
149,18,24.270546209656704
150,17,23.897814515187964
151,21,23.711448667953594
152,11,23.52508282071922
153,13,23.33871697348485
154,16,23.15235112625048
155,8,22.96598527901611
156,14,25.016009598594188
157,14,24.829643751359818
158,11,24.456912056891074
159,12,24.643277904125448
160,12,24.270546209656704
161,13,24.084180362422334
162,13,23.897814515187964
163,18,24.456912056891074
164,14,24.643277904125448
165,25,24.643277904125448
166,29,24.456912056891074
167,26,24.829643751359818
168,23,25.016009598594188
169,24,22.96598527901611
170,25,23.15235112625048
171,29,23.33871697348485
172,28,23.52508282071922
173,29,23.711448667953594
174,28,23.897814515187964
175,27,24.270546209656704
176,26,24.084180362422334
177,31,24.456912056891074
178,32,23.897814515187964
179,31,24.084180362422334
180,38,24.270546209656704
181,23,23.52508282071922
182,35,23.711448667953594
183,29,23.33871697348485
184,21,23.15235112625048
185,21,22.96598527901611
186,18,25.016009598594188
187,12,24.084180362422334
188,8,23.897814515187964
189,15,24.270546209656704
190,19,24.829643751359818
191,16,24.456912056891074
192,18,24.643277904125448
193,16,23.15235112625048
194,14,24.643277904125448
195,17,25.016009598594188
196,16,24.829643751359818
197,24,24.084180362422334
198,23,24.270546209656704
199,25,23.897814515187964
200,22,23.711448667953594
201,21,23.52508282071922
202,22,23.33871697348485
203,17,23.15235112625048
204,17,22.96598527901611
205,22,24.829643751359818
206,24,25.016009598594188
207,23,24.456912056891074
208,21,24.643277904125448
209,22,22.96598527901611
210,17,23.15235112625048
211,22,23.33871697348485
212,22,23.897814515187964
213,25,23.711448667953594
214,22,23.897814515187964
215,25,24.643277904125448
216,23,24.456912056891074
217,25,24.829643751359818
218,21,24.270546209656704
219,19,23.897814515187964
220,18,24.084180362422334
221,16,23.711448667953594
222,21,25.016009598594188
223,29,22.96598527901611
224,30,23.15235112625048
225,33,23.33871697348485
226,34,23.711448667953594
227,36,23.52508282071922
228,10,23.52508282071922
229,26,25.016009598594188
230,23,22.96598527901611
231,27,24.643277904125448
232,20,24.829643751359818
233,26,24.456912056891074
234,24,24.270546209656704
235,15,23.897814515187964
236,20,24.270546209656704
237,18,24.084180362422334
238,12,23.897814515187964
239,21,23.33871697348485
240,11,23.15235112625048
241,20,22.96598527901611
242,20,24.643277904125448
243,21,24.456912056891074
244,20,25.016009598594188
245,20,24.829643751359818
246,39,22.96598527901611
247,45,23.15235112625048
248,45,23.33871697348485
249,30,23.52508282071922
250,21,24.270546209656704
251,15,24.084180362422334
252,38,24.829643751359818
253,38,25.016009598594188
254,32,24.643277904125448
255,27,24.456912056891074
256,28,23.897814515187964
257,21,23.52508282071922
258,26,23.711448667953594
259,19,23.33871697348485
260,10,23.15235112625048
261,19,22.96598527901611
262,12,25.016009598594188
263,18,24.829643751359818
264,15,24.643277904125448
265,14,24.643277904125448
266,23,24.829643751359818
267,20,25.016009598594188
268,18,22.96598527901611
269,19,23.15235112625048
270,19,23.33871697348485
271,19,23.711448667953594
272,22,23.52508282071922
273,22,23.897814515187964
274,24,24.084180362422334
275,26,24.270546209656704
276,25,24.456912056891074
277,30,24.643277904125448
278,25,25.016009598594188
279,32,24.829643751359818
280,28,23.52508282071922
281,30,23.33871697348485
282,28,23.15235112625048
283,29,22.96598527901611
284,29,24.084180362422334
285,31,24.270546209656704
286,30,23.897814515187964
287,30,23.711448667953594
288,26,24.829643751359818
289,30,24.456912056891074
290,27,24.643277904125448
291,26,24.643277904125448
292,25,24.456912056891074
293,25,24.829643751359818
294,22,25.016009598594188
295,18,23.711448667953594
296,24,23.897814515187964
297,24,24.270546209656704
298,20,24.084180362422334
299,16,22.96598527901611
300,17,23.15235112625048
301,23,23.33871697348485
302,18,23.52508282071922
303,20,24.829643751359818
304,19,25.016009598594188
305,18,24.643277904125448
306,16,24.456912056891074
307,15,24.270546209656704
308,14,24.084180362422334
309,11,23.897814515187964
310,13,23.897814515187964
311,15,24.084180362422334
312,17,24.270546209656704
313,17,24.456912056891074
314,18,24.643277904125448
315,20,25.016009598594188
316,18,24.829643751359818
317,18,23.52508282071922
318,18,23.33871697348485
319,17,23.15235112625048
320,18,22.96598527901611
321,20,24.084180362422334
322,20,24.270546209656704
323,18,23.897814515187964
324,19,23.711448667953594
325,20,25.016009598594188
326,21,24.829643751359818
327,22,24.456912056891074
328,24,24.643277904125448
329,18,23.15235112625048
330,19,23.33871697348485
331,21,23.897814515187964
332,28,23.711448667953594
333,15,24.084180362422334
334,14,23.52508282071922
335,12,23.711448667953594
336,10,23.33871697348485
337,9,23.15235112625048
338,9,22.96598527901611
339,23,24.270546209656704
340,21,24.084180362422334
341,16,23.897814515187964
342,24,24.456912056891074
343,23,24.829643751359818
344,27,24.643277904125448
345,32,22.96598527901611
346,33,25.016009598594188
347,33,23.15235112625048
348,21,24.084180362422334
349,26,23.711448667953594
350,25,23.897814515187964
351,24,23.15235112625048
352,25,22.96598527901611
353,26,24.643277904125448
354,16,24.456912056891074
355,25,24.829643751359818
356,28,25.016009598594188
357,19,23.711448667953594
358,20,23.897814515187964
359,25,24.270546209656704
360,20,24.084180362422334
361,21,22.96598527901611
362,16,23.15235112625048
363,17,23.33871697348485
364,17,23.52508282071922
365,16,24.829643751359818
366,15,25.016009598594188
367,16,24.643277904125448
368,14,24.456912056891074
369,16,24.270546209656704
370,14,24.084180362422334
371,14,23.897814515187964
372,12,23.897814515187964
373,13,24.084180362422334
374,12,24.270546209656704
375,12,24.456912056891074
376,17,24.643277904125448
377,18,25.016009598594188
378,17,24.829643751359818
379,19,23.52508282071922
380,18,23.33871697348485
381,16,23.15235112625048
382,16,22.96598527901611
383,17,24.084180362422334
384,21,24.270546209656704
385,20,23.897814515187964
386,20,23.711448667953594
387,22,25.016009598594188
388,23,24.829643751359818
389,22,24.456912056891074
390,23,24.643277904125448
391,19,22.96598527901611
392,20,23.15235112625048
393,20,23.33871697348485
394,19,23.897814515187964
395,22,23.711448667953594
396,12,23.711448667953594
397,26,23.711448667953594
398,25,23.897814515187964
399,25,24.084180362422334
400,25,23.33871697348485
401,21,23.15235112625048
402,23,22.96598527901611
403,13,24.643277904125448
404,13,24.456912056891074
405,21,24.829643751359818
406,26,25.016009598594188
407,19,23.711448667953594
408,20,23.897814515187964
409,22,24.270546209656704
410,22,24.084180362422334
411,13,22.96598527901611
412,15,23.15235112625048
413,15,23.33871697348485
414,16,23.52508282071922
415,15,24.829643751359818
416,17,25.016009598594188
417,14,24.643277904125448
418,10,24.456912056891074
419,9,24.270546209656704
420,20,24.084180362422334
421,24,24.270546209656704
422,15,23.897814515187964
423,28,25.016009598594188
424,29,24.829643751359818
425,27,24.456912056891074
426,27,24.643277904125448
427,27,22.96598527901611
428,27,23.15235112625048
429,27,23.33871697348485
430,26,24.084180362422334
431,30,23.897814515187964
432,29,23.711448667953594
433,27,24.270546209656704
434,26,24.456912056891074
435,28,23.52508282071922
436,39,23.33871697348485
437,36,23.15235112625048
438,35,22.96598527901611
439,32,24.270546209656704
440,24,23.897814515187964
441,33,24.456912056891074
442,38,24.643277904125448
443,32,25.016009598594188
444,39,24.829643751359818
445,19,23.711448667953594
446,14,23.52508282071922
447,17,23.33871697348485
448,15,22.96598527901611
449,20,23.15235112625048
450,14,25.016009598594188
451,18,24.829643751359818
452,10,24.643277904125448
453,39,23.15235112625048
454,35,25.016009598594188
455,44,22.96598527901611
456,41,24.643277904125448
457,37,24.829643751359818
458,39,24.456912056891074
459,25,23.897814515187964
460,24,23.711448667953594
461,29,24.084180362422334
462,37,24.270546209656704
463,28,23.711448667953594
464,44,23.33871697348485
465,40,23.52508282071922
466,21,23.15235112625048
467,40,22.96598527901611
468,42,25.016009598594188
469,37,24.829643751359818
470,33,24.643277904125448
471,32,24.456912056891074
472,24,24.270546209656704
473,29,24.084180362422334
474,26,23.897814515187964
475,24,23.711448667953594
476,19,23.52508282071922
477,25,23.33871697348485
478,20,23.15235112625048
479,15,22.96598527901611
480,-9223372036854775808,25.016009598594188
481,28,24.829643751359818
482,26,25.016009598594188
483,23,24.643277904125448
484,21,24.456912056891074
485,16,24.270546209656704
486,23,22.96598527901611
487,25,23.15235112625048
488,26,23.33871697348485
489,24,23.52508282071922
490,24,23.897814515187964
491,26,23.711448667953594
492,20,24.270546209656704
493,27,24.084180362422334
494,27,23.711448667953594
495,31,23.33871697348485
496,33,23.15235112625048
497,28,22.96598527901611
498,29,24.643277904125448
499,31,24.456912056891074
500,31,24.829643751359818
501,32,25.016009598594188
502,13,23.15235112625048
503,20,23.52508282071922
504,13,23.33871697348485
505,24,23.711448667953594
506,25,24.084180362422334
507,24,23.897814515187964
508,36,24.643277904125448
509,31,24.456912056891074
510,38,24.829643751359818
511,28,24.270546209656704
512,38,25.016009598594188
513,42,23.15235112625048
514,28,22.96598527901611
515,40,23.33871697348485
516,34,23.52508282071922
517,27,23.711448667953594
518,36,24.456912056891074
519,43,24.270546209656704
520,40,24.084180362422334
521,17,23.711448667953594
522,25,23.897814515187964
523,16,23.52508282071922
524,16,23.15235112625048
525,15,23.33871697348485
526,37,24.456912056891074
527,31,24.643277904125448
528,34,24.084180362422334
529,37,24.270546209656704
530,22,23.711448667953594
531,32,23.897814515187964
532,22,23.52508282071922
533,22,23.33871697348485
534,24,23.15235112625048
535,22,22.96598527901611
536,26,24.270546209656704
537,23,24.084180362422334
538,24,24.456912056891074
539,19,24.643277904125448
540,26,25.016009598594188
541,25,24.829643751359818
542,23,23.897814515187964
543,19,25.016009598594188
544,18,22.96598527901611
545,17,23.15235112625048
546,19,23.33871697348485
547,18,23.52508282071922
548,21,23.897814515187964
549,23,23.711448667953594
550,29,24.270546209656704
551,24,24.084180362422334
552,26,24.643277904125448
553,29,24.456912056891074
554,26,25.016009598594188
555,26,24.829643751359818
556,22,22.96598527901611
557,24,23.15235112625048
558,25,23.33871697348485
559,27,23.711448667953594
560,29,23.897814515187964
561,25,24.084180362422334
562,29,24.456912056891074
563,22,23.897814515187964
564,31,24.084180362422334
565,36,24.270546209656704
566,17,23.711448667953594
567,17,23.52508282071922
568,18,23.33871697348485
569,15,22.96598527901611
570,14,23.15235112625048
571,14,25.016009598594188
572,9,24.829643751359818
573,21,24.829643751359818
574,21,24.270546209656704
575,21,24.456912056891074
576,22,24.643277904125448
577,18,23.897814515187964
578,15,24.084180362422334
579,14,23.711448667953594
580,7,23.33871697348485
581,23,25.016009598594188
582,19,23.15235112625048
583,22,22.96598527901611
584,12,23.33871697348485
585,20,23.52508282071922
586,20,23.711448667953594
587,11,23.52508282071922
588,24,24.270546209656704
589,24,24.084180362422334
590,22,23.897814515187964
591,24,24.456912056891074
592,24,24.643277904125448
593,24,25.016009598594188
594,24,24.829643751359818
595,27,24.084180362422334
596,30,24.270546209656704
597,28,23.711448667953594
598,28,23.897814515187964
599,26,23.52508282071922
600,27,23.33871697348485
601,24,23.15235112625048
602,22,22.96598527901611
603,25,23.897814515187964
604,31,23.711448667953594
605,26,23.33871697348485
606,23,23.15235112625048
607,25,22.96598527901611
608,28,24.829643751359818
609,27,25.016009598594188
610,29,24.456912056891074
611,27,24.643277904125448
612,26,24.643277904125448
613,26,24.456912056891074
614,25,25.016009598594188
615,27,24.829643751359818
616,25,22.96598527901611
617,25,23.15235112625048
618,20,23.33871697348485
619,26,23.711448667953594
620,29,23.897814515187964
621,25,24.084180362422334
622,22,23.897814515187964
623,20,23.711448667953594
624,21,24.270546209656704
625,25,24.084180362422334
626,26,22.96598527901611
627,27,23.15235112625048
628,29,23.33871697348485
629,14,23.52508282071922
630,25,24.829643751359818
631,25,25.016009598594188
632,24,24.643277904125448
633,24,24.456912056891074
634,19,23.897814515187964
635,22,24.084180362422334
636,26,24.270546209656704
637,35,24.084180362422334
638,34,24.270546209656704
639,25,23.711448667953594
640,34,23.897814515187964
641,32,24.456912056891074
642,24,24.456912056891074
643,24,24.643277904125448
644,23,24.829643751359818
645,23,25.016009598594188
646,22,23.33871697348485
647,22,23.15235112625048
648,23,22.96598527901611
649,18,24.084180362422334
650,23,23.897814515187964
651,20,23.711448667953594
652,14,23.897814515187964
653,16,23.711448667953594
654,24,24.270546209656704
655,24,24.084180362422334
656,4,23.52508282071922
657,35,22.96598527901611
658,27,24.270546209656704
659,28,24.084180362422334
660,27,23.897814515187964
661,35,24.456912056891074
662,36,24.643277904125448
663,37,25.016009598594188
664,39,24.829643751359818
665,25,23.711448667953594
666,22,23.52508282071922
667,20,23.33871697348485
668,18,22.96598527901611
669,17,23.15235112625048
670,19,25.016009598594188
671,8,24.643277904125448
672,18,24.829643751359818
673,29,23.15235112625048
674,26,22.96598527901611
675,33,23.33871697348485
676,37,23.711448667953594
677,35,23.52508282071922
678,15,24.829643751359818
679,15,25.016009598594188
680,10,24.643277904125448
681,8,24.456912056891074
682,17,22.96598527901611
683,17,23.15235112625048
684,21,23.52508282071922
685,20,23.33871697348485
686,17,24.084180362422334
687,22,24.270546209656704
688,20,23.711448667953594
689,21,23.897814515187964
690,25,23.711448667953594
691,21,23.897814515187964
692,16,24.084180362422334
693,21,22.96598527901611
694,23,23.15235112625048
695,23,25.016009598594188
696,23,24.829643751359818
697,24,24.643277904125448
698,24,24.456912056891074
699,37,24.456912056891074
700,32,24.643277904125448
701,24,24.829643751359818
702,18,23.897814515187964
703,23,24.084180362422334
704,37,24.270546209656704
705,22,24.829643751359818
706,22,24.643277904125448
707,20,24.456912056891074
708,14,25.016009598594188
709,24,23.15235112625048
710,23,22.96598527901611
711,25,23.33871697348485
712,23,23.52508282071922
713,23,23.711448667953594
714,15,22.96598527901611
715,16,23.15235112625048
716,21,25.016009598594188
717,14,24.456912056891074
718,17,24.829643751359818
719,16,24.643277904125448
720,27,24.270546209656704
721,20,23.711448667953594
722,18,23.33871697348485
723,24,24.084180362422334
724,23,23.897814515187964
725,20,23.52508282071922
726,20,23.52508282071922
727,35,23.897814515187964
728,27,23.711448667953594
729,28,23.33871697348485
730,29,23.15235112625048
731,29,25.016009598594188
732,34,22.96598527901611
733,22,24.643277904125448
734,21,24.829643751359818
735,14,23.897814515187964
736,20,24.084180362422334
737,20,24.270546209656704
738,22,24.456912056891074
739,9,23.33871697348485
740,12,23.52508282071922
741,12,23.711448667953594
742,-9223372036854775808,24.829643751359818
743,-9223372036854775808,24.643277904125448
744,-9223372036854775808,24.456912056891074
745,-9223372036854775808,24.270546209656704
746,20,23.897814515187964
747,20,23.711448667953594
748,17,24.270546209656704
749,19,24.084180362422334
750,17,23.33871697348485
751,21,23.52508282071922
752,25,24.456912056891074
753,26,24.643277904125448
754,17,24.829643751359818
755,29,24.270546209656704
756,27,24.084180362422334
757,26,23.897814515187964
758,33,24.829643751359818
759,31,25.016009598594188
760,30,24.643277904125448
761,29,24.456912056891074
762,14,23.711448667953594
763,19,23.52508282071922
764,20,22.96598527901611
765,32,25.016009598594188
766,28,23.897814515187964
767,19,24.084180362422334
768,15,23.711448667953594
769,31,24.270546209656704
770,36,24.829643751359818
771,30,24.456912056891074
772,34,24.643277904125448
773,20,23.52508282071922
774,18,24.084180362422334
775,28,24.270546209656704
776,24,24.643277904125448
777,19,24.829643751359818
778,19,24.456912056891074
779,28,25.016009598594188
780,26,22.96598527901611
781,21,23.711448667953594
782,23,23.897814515187964
783,14,23.52508282071922
784,7,24.456912056891074
785,13,24.829643751359818
786,12,24.643277904125448
787,18,22.96598527901611
788,17,25.016009598594188
789,18,23.15235112625048
790,19,23.33871697348485
791,19,24.084180362422334
792,23,23.897814515187964
793,-9223372036854775808,24.829643751359818
794,-9223372036854775808,25.016009598594188
795,23,22.96598527901611
796,23,23.711448667953594
797,24,23.52508282071922
798,24,23.33871697348485
799,26,23.15235112625048
800,-9223372036854775808,24.270546209656704
801,-9223372036854775808,24.084180362422334
802,-9223372036854775808,23.897814515187964
803,15,24.456912056891074
804,19,24.643277904125448
805,21,25.016009598594188
806,21,24.829643751359818
807,13,24.270546209656704
808,23,23.52508282071922
809,23,23.33871697348485
810,24,23.15235112625048
811,22,22.96598527901611
812,25,24.084180362422334
813,23,24.270546209656704
814,25,23.711448667953594
815,23,23.897814515187964
816,20,24.643277904125448
817,23,24.456912056891074
818,14,24.643277904125448
819,13,24.456912056891074
820,16,24.829643751359818
821,13,24.270546209656704
822,10,24.084180362422334
823,11,23.897814515187964
824,19,25.016009598594188
825,20,22.96598527901611
826,19,23.15235112625048
827,19,23.52508282071922
828,22,23.711448667953594
829,23,23.33871697348485
830,17,24.270546209656704
831,21,24.084180362422334
832,23,23.897814515187964
833,8,24.456912056891074
834,28,24.456912056891074
835,26,24.643277904125448
836,31,24.829643751359818
837,30,25.016009598594188
838,22,23.897814515187964
839,24,24.084180362422334
840,27,24.270546209656704
841,25,23.711448667953594
842,29,22.96598527901611
843,29,23.15235112625048
844,31,23.33871697348485
845,28,23.52508282071922
846,21,23.52508282071922
847,21,23.33871697348485
848,19,23.15235112625048
849,17,22.96598527901611
850,20,23.711448667953594
851,23,23.897814515187964
852,23,24.270546209656704
853,23,24.084180362422334
854,14,24.270546209656704
855,14,24.084180362422334
856,13,23.897814515187964
857,15,25.016009598594188
858,17,24.829643751359818
859,15,24.643277904125448
860,17,24.456912056891074
861,31,24.456912056891074
862,26,24.643277904125448
863,28,24.829643751359818
864,11,23.711448667953594
865,12,23.52508282071922
866,18,22.96598527901611
867,18,25.016009598594188
868,19,23.15235112625048
869,18,24.456912056891074
870,13,24.829643751359818
871,21,24.643277904125448
872,20,23.897814515187964
873,13,24.084180362422334
874,22,23.711448667953594
875,23,23.33871697348485
876,24,23.52508282071922
877,10,23.711448667953594
878,17,24.084180362422334
879,17,23.897814515187964
880,15,24.270546209656704
881,21,24.829643751359818
882,18,24.456912056891074
883,20,24.643277904125448
884,22,23.52508282071922
885,21,23.711448667953594
886,21,23.33871697348485
887,22,23.15235112625048
888,23,22.96598527901611
889,23,25.016009598594188
890,21,23.897814515187964
891,30,24.084180362422334
892,25,24.270546209656704
893,39,24.643277904125448
894,39,24.829643751359818
895,33,24.456912056891074
896,36,23.15235112625048
897,38,25.016009598594188
898,38,22.96598527901611
899,21,23.897814515187964
900,10,23.711448667953594
901,29,24.270546209656704
902,29,24.084180362422334
903,20,24.084180362422334
904,24,24.270546209656704
905,18,23.897814515187964
906,12,23.711448667953594
907,11,23.52508282071922
908,24,24.829643751359818
909,23,25.016009598594188
910,23,24.643277904125448
911,13,24.456912056891074
912,21,23.15235112625048
913,19,22.96598527901611
914,20,23.33871697348485
915,26,23.897814515187964
916,24,23.711448667953594
917,29,22.96598527901611
918,22,24.270546209656704
919,20,24.084180362422334
920,14,23.897814515187964
921,33,24.456912056891074
922,38,24.643277904125448
923,39,24.829643751359818
924,45,25.016009598594188
925,12,23.711448667953594
926,13,23.52508282071922
927,30,25.016009598594188
928,25,22.96598527901611
929,29,24.643277904125448
930,24,24.456912056891074
931,38,24.829643751359818
932,31,24.270546209656704
933,24,23.897814515187964
934,25,24.084180362422334
935,19,23.711448667953594
936,13,23.52508282071922
937,18,24.084180362422334
938,18,24.270546209656704
939,11,23.711448667953594
940,12,23.897814515187964
941,9,23.52508282071922
942,23,22.96598527901611
943,23,25.016009598594188
944,27,23.15235112625048
945,25,24.456912056891074
946,27,24.829643751359818
947,26,24.643277904125448
948,-9223372036854775808,24.270546209656704
949,-9223372036854775808,24.456912056891074
950,28,23.15235112625048
951,35,23.33871697348485
952,25,23.52508282071922
953,26,22.96598527901611
954,-9223372036854775808,25.016009598594188
955,-9223372036854775808,24.829643751359818
956,-9223372036854775808,24.643277904125448
957,28,25.016009598594188
958,25,24.829643751359818
959,25,24.643277904125448
960,24,24.456912056891074
961,17,23.897814515187964
962,20,24.084180362422334
963,22,24.270546209656704
964,26,22.96598527901611
965,28,23.15235112625048
966,27,23.52508282071922
967,28,23.33871697348485
968,28,23.711448667953594
969,27,23.897814515187964
970,33,24.270546209656704
971,29,24.084180362422334
972,34,24.456912056891074
973,32,24.643277904125448
974,26,24.829643751359818
975,24,24.643277904125448
976,32,24.456912056891074
977,25,24.084180362422334
978,26,24.270546209656704
979,26,23.897814515187964
980,25,23.711448667953594
981,23,23.33871697348485
982,24,23.52508282071922
983,21,23.15235112625048
984,24,22.96598527901611
985,22,24.270546209656704
986,17,24.084180362422334
987,21,24.456912056891074
988,23,24.643277904125448
989,24,24.829643751359818
990,23,25.016009598594188
991,19,25.016009598594188
992,22,24.829643751359818
993,20,24.643277904125448
994,20,24.456912056891074
995,19,24.084180362422334
996,21,24.270546209656704
997,17,23.897814515187964
998,20,22.96598527901611
999,21,23.15235112625048
1000,24,23.52508282071922
1001,22,23.33871697348485
1002,25,23.711448667953594
1003,28,23.897814515187964
1004,25,24.270546209656704
1005,23,24.084180362422334
1006,26,24.456912056891074
1007,25,24.643277904125448
1008,26,24.829643751359818
1009,24,25.016009598594188
1010,25,24.829643751359818
1011,27,24.643277904125448
1012,32,24.456912056891074
1013,25,24.084180362422334
1014,32,24.270546209656704
1015,26,23.897814515187964
1016,24,23.711448667953594
1017,26,23.33871697348485
1018,22,23.52508282071922
1019,24,23.15235112625048
1020,22,22.96598527901611
1021,19,24.270546209656704
1022,14,24.084180362422334
1023,16,24.456912056891074
1024,21,24.643277904125448
1025,22,24.829643751359818
1026,22,25.016009598594188
1027,24,24.643277904125448
1028,27,24.829643751359818
1029,19,24.456912056891074
1030,16,23.15235112625048
1031,23,25.016009598594188
1032,17,22.96598527901611
1033,27,23.52508282071922
1034,39,23.711448667953594
1035,29,23.33871697348485
1036,32,23.897814515187964
1037,26,25.016009598594188
1038,27,24.829643751359818
1039,23,24.643277904125448
1040,22,24.456912056891074
1041,21,24.270546209656704
1042,12,23.897814515187964
1043,21,22.96598527901611
1044,21,23.15235112625048
1045,27,23.52508282071922
1046,26,23.33871697348485
1047,25,23.711448667953594
1048,23,23.897814515187964
1049,23,24.084180362422334
1050,40,24.456912056891074
1051,34,24.643277904125448
1052,20,23.52508282071922
1053,31,23.897814515187964
1054,21,23.711448667953594
1055,35,24.270546209656704
1056,39,24.084180362422334
1057,17,23.33871697348485
1058,17,23.15235112625048
1059,19,25.016009598594188
1060,20,22.96598527901611
1061,21,24.829643751359818
1062,26,24.084180362422334
1063,22,24.270546209656704
1064,29,23.897814515187964
1065,26,23.711448667953594
1066,28,23.33871697348485
1067,27,23.52508282071922
1068,23,23.15235112625048
1069,23,22.96598527901611
1070,13,23.897814515187964
1071,17,24.270546209656704
1072,15,24.084180362422334
1073,16,24.456912056891074
1074,19,24.643277904125448
1075,21,24.829643751359818
1076,21,25.016009598594188
1077,30,24.456912056891074
1078,27,24.643277904125448
1079,27,24.829643751359818
1080,18,25.016009598594188
1081,0,23.15235112625048
1082,14,23.52508282071922
1083,12,23.711448667953594
1084,15,23.33871697348485
1085,7,24.084180362422334
1086,16,24.270546209656704
1087,19,24.643277904125448
1088,19,24.829643751359818
1089,18,24.456912056891074
1090,18,22.96598527901611
1091,17,25.016009598594188
1092,20,23.15235112625048
1093,33,23.897814515187964
1094,33,24.084180362422334
1095,19,23.33871697348485
1096,33,23.711448667953594
1097,38,24.270546209656704
1098,34,24.456912056891074
1099,32,23.52508282071922
1100,25,24.829643751359818
1101,20,24.643277904125448
1102,23,22.96598527901611
1103,27,25.016009598594188
1104,13,23.33871697348485
1105,17,24.456912056891074
1106,24,25.016009598594188
1107,26,24.829643751359818
1108,26,24.643277904125448
1109,24,24.456912056891074
1110,22,24.270546209656704
1111,24,22.96598527901611
1112,29,23.15235112625048
1113,26,23.52508282071922
1114,29,23.33871697348485
1115,22,23.711448667953594
1116,20,23.897814515187964
1117,19,24.270546209656704
1118,16,24.084180362422334
1119,27,24.084180362422334
1120,27,24.270546209656704
1121,27,23.897814515187964
1122,26,23.711448667953594
1123,24,23.33871697348485
1124,25,23.52508282071922
1125,23,23.15235112625048
1126,21,22.96598527901611
1127,24,24.829643751359818
1128,28,24.643277904125448
1129,25,24.456912056891074
1130,37,24.270546209656704
1131,36,24.084180362422334
1132,36,23.897814515187964
1133,41,24.456912056891074
1134,35,24.643277904125448
1135,28,23.33871697348485
1136,30,23.711448667953594
1137,32,23.52508282071922
1138,21,23.15235112625048
1139,37,24.456912056891074
1140,45,24.643277904125448
1141,39,24.270546209656704
1142,43,24.829643751359818
1143,27,23.711448667953594
